Accession.ID,Data.Source,Related.ID,Nuc.Completeness,Sequence.Length,Sequence.Quality,Host,Location,region_exposure,country_exposure,division_exposure
EPI_ISL_417477,GISAID,"EPI_ISL_417477, ",Complete,29782,High,Homo Sapiens,United States / Minnesota,North America,USA,Minnesota
EPI_ISL_417478,GISAID,"EPI_ISL_417478, ",Complete,29782,High,Homo Sapiens,United States / Minnesota,North America,USA,Minnesota
EPI_ISL_417479,GISAID,"EPI_ISL_417479, ",Complete,29782,High,Homo Sapiens,United States / Minnesota,North America,USA,Minnesota
EPI_ISL_417480,GISAID,"EPI_ISL_417480, ",Complete,29782,High,Homo Sapiens,United States / Minnesota,North America,USA,Minnesota
EPI_ISL_417483,GISAID,"EPI_ISL_417483, ",Complete,29864,High,Homo sapiens,Norway / Oslo,Europe,Norway,Oslo
EPI_ISL_417484,GISAID,"EPI_ISL_417484, ",Complete,29865,High,Homo sapiens,Norway / Oslo,Europe,Norway,Oslo
EPI_ISL_417486,GISAID,"EPI_ISL_417486, ",Complete,29866,High,Homo sapiens,Norway / Oslo,Europe,Norway,Oslo
EPI_ISL_417487,GISAID,"EPI_ISL_417487, ",Complete,29860,High,Homo sapiens,Norway / Oslo,Europe,Norway,Oslo
EPI_ISL_417488,GISAID,"EPI_ISL_417488, ",Complete,29860,High,Homo sapiens,Norway / Oslo,Europe,Norway,Oslo
EPI_ISL_417491,GISAID,"EPI_ISL_417491, ",Complete,29801,High,Homo sapiens,Italy / Marche,Europe,Italy,Marche
EPI_ISL_417492,GISAID,"EPI_ISL_417492, ",Complete,29781,High,Homo sapiens,United States / Minnesota,North America,USA,Minnesota
EPI_ISL_417493,GISAID,"EPI_ISL_417493, ",Complete,29782,High,Homo sapiens,United States / Minnesota,North America,USA,Minnesota
EPI_ISL_417494,GISAID,"EPI_ISL_417494, ",Complete,29783,High,Homo sapiens,United States / Minnesota,North America,USA,Minnesota
EPI_ISL_417495,GISAID,"EPI_ISL_417495, ",Complete,29785,High,Homo sapiens,United States / Minnesota,North America,USA,Minnesota
EPI_ISL_417496,GISAID,"EPI_ISL_417496, ",Complete,29784,High,Homo sapiens,United States / Minnesota,North America,USA,Minnesota
EPI_ISL_417497,GISAID,"EPI_ISL_417497, ",Complete,29782,High,Homo sapiens,United States / Minnesota,North America,USA,Minnesota
EPI_ISL_417498,GISAID,"EPI_ISL_417498, ",Complete,29784,High,Homo sapiens,United States / Minnesota,North America,USA,Minnesota
EPI_ISL_417499,GISAID,"EPI_ISL_417499, ",Complete,29782,High,Homo sapiens,United States / Minnesota,North America,USA,Minnesota
EPI_ISL_417500,GISAID,"EPI_ISL_417500, ",Complete,29782,High,Homo sapiens,United States / Minnesota,North America,USA,Minnesota
EPI_ISL_417501,GISAID,"EPI_ISL_417501, ",Complete,29782,High,Homo sapiens,United States / Minnesota,North America,USA,Minnesota
EPI_ISL_417502,GISAID,"EPI_ISL_417502, ",Complete,29782,High,Homo sapiens,United States / Minnesota,North America,USA,Minnesota
EPI_ISL_417503,GISAID,"EPI_ISL_417503, ",Complete,29782,High,Homo sapiens,United States / Minnesota,North America,USA,Minnesota
EPI_ISL_417504,GISAID,"EPI_ISL_417504, ",Complete,29782,High,Homo sapiens,United States / Wisconsin / Dane,North America,USA,Wisconsin
EPI_ISL_417505,GISAID,"EPI_ISL_417505, ",Complete,29782,High,Homo sapiens,United States / Wisconsin / Dane,North America,USA,Wisconsin
EPI_ISL_417506,GISAID,"EPI_ISL_417506, ",Complete,29782,High,Homo sapiens,United States / Wisconsin / Dane county,North America,USA,Wisconsin
EPI_ISL_417507,GISAID,"EPI_ISL_417507, ",Complete,29782,High,Homo sapiens,United States / Wisconsin / Dane county,North America,USA,Wisconsin
EPI_ISL_417508,GISAID,"EPI_ISL_417508, ",Complete,29782,High,Homo sapiens,United States / Wisconsin / Dane county,North America,USA,Wisconsin
EPI_ISL_417509,GISAID,"EPI_ISL_417509, ",Complete,29782,High,Homo sapiens,United States / Wisconsin / Dane county,North America,USA,Wisconsin
EPI_ISL_417510,GISAID,"EPI_ISL_417510, ",Complete,29782,High,Homo sapiens,United States / Wisconsin / Dane county,North America,USA,Wisconsin
EPI_ISL_417512,GISAID,"EPI_ISL_417512, ",Complete,29782,High,Homo sapiens,United States / Wisconsin / Dane,North America,USA,Wisconsin
EPI_ISL_417513,GISAID,"EPI_ISL_417513, ",Complete,29782,High,Homo sapiens,United States / Wisconsin / Dane,North America,USA,Wisconsin
EPI_ISL_417514,GISAID,"EPI_ISL_417514, ",Complete,29782,High,Homo sapiens,United States / Wisconsin / Dane,North America,USA,Wisconsin
EPI_ISL_417515,GISAID,"EPI_ISL_417515, ",Complete,29782,High,Homo sapiens,United States / Wisconsin / Dane,North America,USA,Wisconsin
EPI_ISL_417516,GISAID,"EPI_ISL_417516, ",Complete,29782,High,Homo sapiens,United States / Wisconsin / Dane,North America,USA,Wisconsin
EPI_ISL_417519,GISAID,"EPI_ISL_417519, ",Complete,29901,High,Homo sapiens,China / Taiwan / Taoyuan,Asia,China,Taiwan
EPI_ISL_417520,GISAID,"EPI_ISL_417520, ",Complete,29886,High,Homo sapiens,China / Taiwan / Taoyuan,Asia,China,Taiwan
EPI_ISL_417521,GISAID,"EPI_ISL_417521, ",Complete,29903,High,Homo sapiens,China / Taiwan / Taoyuan,Asia,China,Taiwan
EPI_ISL_417522,GISAID,"EPI_ISL_417522, ",Complete,29900,High,Homo sapiens,China / Taiwan / Taoyuan,Asia,China,Taiwan
EPI_ISL_417523,GISAID,"EPI_ISL_417523, ",Complete,29899,High,Homo sapiens,China / Taiwan / Taoyuan,Asia,China,Taiwan
EPI_ISL_417524,GISAID,"EPI_ISL_417524, ",Complete,29902,High,Homo sapiens,China / Taiwan / Taoyuan,Asia,China,Taiwan
EPI_ISL_417525,GISAID,"EPI_ISL_417525, ",Complete,29901,High,Homo sapiens,China / Taiwan / Taoyuan,Asia,China,Taiwan
EPI_ISL_417526,GISAID,"EPI_ISL_417526, ",Complete,29903,High,Homo sapiens,Luxembourg,Europe,Luxembourg,Luxembourg
EPI_ISL_417527,GISAID,"EPI_ISL_417527, ",Complete,29887,High,Homo sapiens,Luxembourg,Europe,Luxembourg,Luxembourg
EPI_ISL_417528,GISAID,"EPI_ISL_417528, ",Complete,29858,High,Homo sapiens,Luxembourg,Europe,Luxembourg,Luxembourg
EPI_ISL_417529,GISAID,"EPI_ISL_417529, ",Complete,29861,High,Homo sapiens,Luxembourg,Europe,Luxembourg,Luxembourg
EPI_ISL_417530,GISAID,"EPI_ISL_417530, ",Complete,29873,High,Homo sapiens,Luxembourg,Europe,Luxembourg,Luxembourg
EPI_ISL_417531,GISAID,"EPI_ISL_417531, ",Complete,29876,High,Homo sapiens,Luxembourg,Europe,Luxembourg,Luxembourg
EPI_ISL_417532,GISAID,"EPI_ISL_417532, ",Complete,29882,High,Homo sapiens,Luxembourg,Europe,Luxembourg,Luxembourg
EPI_ISL_417533,GISAID,"EPI_ISL_417533, ",Complete,29877,High,Homo sapiens,Luxembourg,Europe,Luxembourg,Luxembourg
EPI_ISL_417534,GISAID,"EPI_ISL_417534, ",Complete,29886,High,Homo sapiens,Luxembourg,Europe,Luxembourg,Luxembourg
EPI_ISL_417536,GISAID,"EPI_ISL_417536, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,Iceland,Reykjavik
EPI_ISL_417538,GISAID,"EPI_ISL_417538, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,Iceland,Reykjavik
EPI_ISL_417540,GISAID,"EPI_ISL_417540, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,Iceland,Reykjavik
EPI_ISL_417541,GISAID,"EPI_ISL_417541, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,Iceland,Reykjavik
EPI_ISL_417542,GISAID,"EPI_ISL_417542, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,Iceland,Reykjavik
EPI_ISL_417543,GISAID,"EPI_ISL_417543, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,Iceland,Reykjavik
EPI_ISL_417544,GISAID,"EPI_ISL_417544, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,Iceland,Reykjavik
EPI_ISL_417545,GISAID,"EPI_ISL_417545, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,Iceland,Reykjavik
EPI_ISL_417548,GISAID,"EPI_ISL_417548, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,Iceland,Reykjavik
EPI_ISL_417549,GISAID,"EPI_ISL_417549, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,Iceland,Reykjavik
EPI_ISL_417550,GISAID,"EPI_ISL_417550, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,Germany,Germany
EPI_ISL_417551,GISAID,"EPI_ISL_417551, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,Iceland,Reykjavik
EPI_ISL_417553,GISAID,"EPI_ISL_417553, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,Iceland,Reykjavik
EPI_ISL_417555,GISAID,"EPI_ISL_417555, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,Iceland,Reykjavik
EPI_ISL_417556,GISAID,"EPI_ISL_417556, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,Iceland,Reykjavik
EPI_ISL_417557,GISAID,"EPI_ISL_417557, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,Iceland,Reykjavik
EPI_ISL_417558,GISAID,"EPI_ISL_417558, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,Iceland,Reykjavik
EPI_ISL_417560,GISAID,"EPI_ISL_417560, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,Iceland,Reykjavik
EPI_ISL_417561,GISAID,"EPI_ISL_417561, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,United Kingdom,United Kingdom
EPI_ISL_417562,GISAID,"EPI_ISL_417562, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,Netherlands,Netherlands
EPI_ISL_417563,GISAID,"EPI_ISL_417563, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,United Kingdom,United Kingdom
EPI_ISL_417564,GISAID,"EPI_ISL_417564, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,Iceland,Reykjavik
EPI_ISL_417565,GISAID,"EPI_ISL_417565, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,Spain,Grand Canary Islands
EPI_ISL_417566,GISAID,"EPI_ISL_417566, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,Iceland,Reykjavik
EPI_ISL_417567,GISAID,"EPI_ISL_417567, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,United Kingdom,United Kingdom
EPI_ISL_417568,GISAID,"EPI_ISL_417568, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,Iceland,Reykjavik
EPI_ISL_417569,GISAID,"EPI_ISL_417569, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,Iceland,Reykjavik
EPI_ISL_417570,GISAID,"EPI_ISL_417570, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,United Kingdom,United Kingdom
EPI_ISL_417571,GISAID,"EPI_ISL_417571, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,Iceland,Reykjavik
EPI_ISL_417572,GISAID,"EPI_ISL_417572, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,Iceland,Reykjavik
EPI_ISL_417573,GISAID,"EPI_ISL_417573, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,Iceland,Reykjavik
EPI_ISL_417574,GISAID,"EPI_ISL_417574, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,Spain,Spain
EPI_ISL_417575,GISAID,"EPI_ISL_417575, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,Iceland,Reykjavik
EPI_ISL_417576,GISAID,"EPI_ISL_417576, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,United Kingdom,United Kingdom
EPI_ISL_417577,GISAID,"EPI_ISL_417577, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,Iceland,Reykjavik
EPI_ISL_417580,GISAID,"EPI_ISL_417580, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,Iceland,Reykjavik
EPI_ISL_417581,GISAID,"EPI_ISL_417581, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,Austria,Austria
EPI_ISL_417582,GISAID,"EPI_ISL_417582, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,Austria,Austria
EPI_ISL_417583,GISAID,"EPI_ISL_417583, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,Iceland,Reykjavik
EPI_ISL_417584,GISAID,"EPI_ISL_417584, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,United Kingdom,United Kingdom
EPI_ISL_417585,GISAID,"EPI_ISL_417585, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,United Kingdom,United Kingdom
EPI_ISL_417586,GISAID,"EPI_ISL_417586, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,Iceland,Reykjavik
EPI_ISL_417587,GISAID,"EPI_ISL_417587, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,North America,USA,USA
EPI_ISL_417588,GISAID,"EPI_ISL_417588, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,Iceland,Reykjavik
EPI_ISL_417589,GISAID,"EPI_ISL_417589, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,Spain,Spain
EPI_ISL_417590,GISAID,"EPI_ISL_417590, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,Iceland,Reykjavik
EPI_ISL_417591,GISAID,"EPI_ISL_417591, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,Netherlands,Netherlands
EPI_ISL_417592,GISAID,"EPI_ISL_417592, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,Iceland,Reykjavik
EPI_ISL_417593,GISAID,"EPI_ISL_417593, ",Complete,29901,High,Homo sapiens,Iceland / Reykjavik,Europe,Switzerland,Switzerland
EPI_ISL_417594,GISAID,"EPI_ISL_417594, ",Complete,29901,High,Homo sapiens,Iceland / Reykjavik,Europe,Austria,Austria
EPI_ISL_417595,GISAID,"EPI_ISL_417595, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,United Kingdom,United Kingdom
EPI_ISL_417597,GISAID,"EPI_ISL_417597, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,Iceland,Reykjavik
EPI_ISL_417598,GISAID,"EPI_ISL_417598, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,Iceland,Reykjavik
EPI_ISL_417600,GISAID,"EPI_ISL_417600, ",Complete,29900,High,Homo sapiens,Iceland / Reykjavik,Europe,Iceland,Reykjavik
EPI_ISL_417602,GISAID,"EPI_ISL_417602, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,Iceland,Reykjavik
EPI_ISL_417603,GISAID,"EPI_ISL_417603, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,Iceland,Reykjavik
EPI_ISL_417607,GISAID,"EPI_ISL_417607, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,Iceland,Reykjavik
EPI_ISL_417608,GISAID,"EPI_ISL_417608, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,Iceland,Reykjavik
EPI_ISL_417609,GISAID,"EPI_ISL_417609, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,Spain,Spain
EPI_ISL_417612,GISAID,"EPI_ISL_417612, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,Iceland,Reykjavik
EPI_ISL_417614,GISAID,"EPI_ISL_417614, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,Iceland,Reykjavik
EPI_ISL_417615,GISAID,"EPI_ISL_417615, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,North America,USA,USA
EPI_ISL_417618,GISAID,"EPI_ISL_417618, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,North America,USA,USA
EPI_ISL_417619,GISAID,"EPI_ISL_417619, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,Iceland,Reykjavik
EPI_ISL_417621,GISAID,"EPI_ISL_417621, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,Iceland,Reykjavik
EPI_ISL_417622,GISAID,"EPI_ISL_417622, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,Austria,Austria
EPI_ISL_417625,GISAID,"EPI_ISL_417625, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,Iceland,Reykjavik
EPI_ISL_417626,GISAID,"EPI_ISL_417626, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,Iceland,Reykjavik
EPI_ISL_417627,GISAID,"EPI_ISL_417627, ",Complete,29900,High,Homo sapiens,Iceland / Reykjavik,Europe,Iceland,Reykjavik
EPI_ISL_417629,GISAID,"EPI_ISL_417629, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,Iceland,Reykjavik
EPI_ISL_417630,GISAID,"EPI_ISL_417630, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,Iceland,Reykjavik
EPI_ISL_417632,GISAID,"EPI_ISL_417632, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,Iceland,Reykjavik
EPI_ISL_417634,GISAID,"EPI_ISL_417634, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,Iceland,Reykjavik
EPI_ISL_417635,GISAID,"EPI_ISL_417635, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,Iceland,Reykjavik
EPI_ISL_417636,GISAID,"EPI_ISL_417636, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,Iceland,Reykjavik
EPI_ISL_417637,GISAID,"EPI_ISL_417637, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,France,France
EPI_ISL_417639,GISAID,"EPI_ISL_417639, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,Iceland,Reykjavik
EPI_ISL_417641,GISAID,"EPI_ISL_417641, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,Austria,Austria
EPI_ISL_417642,GISAID,"EPI_ISL_417642, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,Austria,Austria
EPI_ISL_417643,GISAID,"EPI_ISL_417643, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,Austria,Austria
EPI_ISL_417644,GISAID,"EPI_ISL_417644, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,Iceland,Reykjavik
EPI_ISL_417645,GISAID,"EPI_ISL_417645, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,Iceland,Reykjavik
EPI_ISL_417646,GISAID,"EPI_ISL_417646, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,Iceland,Reykjavik
EPI_ISL_417647,GISAID,"EPI_ISL_417647, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,Croatia,Croatia
EPI_ISL_417649,GISAID,"EPI_ISL_417649, ",Complete,29900,High,Homo sapiens,Iceland / Reykjavik,Europe,Iceland,Reykjavik
EPI_ISL_417650,GISAID,"EPI_ISL_417650, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,Iceland,Reykjavik
EPI_ISL_417652,GISAID,"EPI_ISL_417652, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,Iceland,Reykjavik
EPI_ISL_417653,GISAID,"EPI_ISL_417653, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,Iceland,Reykjavik
EPI_ISL_417654,GISAID,"EPI_ISL_417654, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,Austria,Austria
EPI_ISL_417655,GISAID,"EPI_ISL_417655, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,Iceland,Reykjavik
EPI_ISL_417659,GISAID,"EPI_ISL_417659, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,Iceland,Reykjavik
EPI_ISL_417663,GISAID,"EPI_ISL_417663, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,United Kingdom,United Kingdom
EPI_ISL_417665,GISAID,"EPI_ISL_417665, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,North America,USA,USA
EPI_ISL_417666,GISAID,"EPI_ISL_417666, ",Complete,29900,High,Homo sapiens,Iceland / Reykjavik,Europe,United Kingdom,United Kingdom
EPI_ISL_417667,GISAID,"EPI_ISL_417667, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,Austria,Austria
EPI_ISL_417672,GISAID,"EPI_ISL_417672, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,United Kingdom,United Kingdom
EPI_ISL_417676,GISAID,"EPI_ISL_417676, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,Iceland,Reykjavik
EPI_ISL_417677,GISAID,"EPI_ISL_417677, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,Austria,Austria
EPI_ISL_417678,GISAID,"EPI_ISL_417678, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,Iceland,Reykjavik
EPI_ISL_417680,GISAID,"EPI_ISL_417680, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,Iceland,Reykjavik
EPI_ISL_417681,GISAID,"EPI_ISL_417681, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,Italy,Italy
EPI_ISL_417682,GISAID,"EPI_ISL_417682, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,Denmark,Denmark
EPI_ISL_417683,GISAID,"EPI_ISL_417683, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,Austria,Austria
EPI_ISL_417684,GISAID,"EPI_ISL_417684, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,Iceland,Reykjavik
EPI_ISL_417685,GISAID,"EPI_ISL_417685, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,Austria,Austria
EPI_ISL_417688,GISAID,"EPI_ISL_417688, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,Italy,Italy
EPI_ISL_417690,GISAID,"EPI_ISL_417690, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,Denmark,Denmark
EPI_ISL_417691,GISAID,"EPI_ISL_417691, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,Italy,Italy
EPI_ISL_417692,GISAID,"EPI_ISL_417692, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,Iceland,Reykjavik
EPI_ISL_417693,GISAID,"EPI_ISL_417693, ",Complete,29903,High,Homo sapiens,Iceland / Reykjavik,Europe,Austria,Austria
